ProductPricingID,ItemID,ItemNumber,PriceStore,PriceCustomerLevel,PriceVariant,PriceVariantInventory,PriceStartDate,PriceEndDate,PriceQuantity,Cost,Price,PriceVariantSurcharge,PriceCalculation,DeletePricing
9610,300,PT-1770,,,,,,,100,0,0.275,,,
9611,300,PT-1770,,,,,,,300,0,0.27,,,
9612,300,PT-1770,,,,,,,500,0,0.265,,,
9613,300,PT-1770,,,,,,,1000,0,0.26,,,
9614,300,PT-1770,,,,,,,2500,0,0.255,,,
9615,300,PT-1770,,,,,,,5000,0,0.25,,,
9616,300,PT-1770,,,,,,,10000,0,0.245,,,
9617,301,PT-2215,,,,,,,100,0,0.275,,,
9618,301,PT-2215,,,,,,,300,0,0.27,,,
9619,301,PT-2215,,,,,,,500,0,0.265,,,
9620,301,PT-2215,,,,,,,1000,0,0.26,,,
9621,301,PT-2215,,,,,,,2500,0,0.255,,,
9622,301,PT-2215,,,,,,,5000,0,0.25,,,
9623,301,PT-2215,,,,,,,10000,0,0.245,,,
9624,302,PT-1728,,,,,,,100,0,0.275,,,
9625,302,PT-1728,,,,,,,300,0,0.27,,,
9626,302,PT-1728,,,,,,,500,0,0.265,,,
9627,302,PT-1728,,,,,,,1000,0,0.26,,,
9628,302,PT-1728,,,,,,,2500,0,0.255,,,
9629,302,PT-1728,,,,,,,5000,0,0.25,,,
9630,302,PT-1728,,,,,,,10000,0,0.245,,,
9631,303,PT-1272,,,,,,,100,0,0.275,,,
9632,303,PT-1272,,,,,,,300,0,0.27,,,
9633,303,PT-1272,,,,,,,500,0,0.265,,,
9634,303,PT-1272,,,,,,,1000,0,0.26,,,
9635,303,PT-1272,,,,,,,2500,0,0.255,,,
9636,303,PT-1272,,,,,,,5000,0,0.25,,,
9637,303,PT-1272,,,,,,,10000,0,0.245,,,
9638,304,PT-2209,,,,,,,100,0,0.275,,,
9639,304,PT-2209,,,,,,,300,0,0.27,,,
9640,304,PT-2209,,,,,,,500,0,0.265,,,
9641,304,PT-2209,,,,,,,1000,0,0.26,,,
9642,304,PT-2209,,,,,,,2500,0,0.255,,,
9643,304,PT-2209,,,,,,,5000,0,0.25,,,
9644,304,PT-2209,,,,,,,10000,0,0.245,,,
9645,305,PT-1741,,,,,,,100,0,0.275,,,
9646,305,PT-1741,,,,,,,300,0,0.27,,,
9647,305,PT-1741,,,,,,,500,0,0.265,,,
9648,305,PT-1741,,,,,,,1000,0,0.26,,,
9649,305,PT-1741,,,,,,,2500,0,0.255,,,
9650,305,PT-1741,,,,,,,5000,0,0.25,,,
9651,305,PT-1741,,,,,,,10000,0,0.245,,,
9652,306,PT-903,,,,,,,100,0,0.275,,,
9653,306,PT-903,,,,,,,300,0,0.27,,,
9654,306,PT-903,,,,,,,500,0,0.265,,,
9655,306,PT-903,,,,,,,1000,0,0.26,,,
9656,306,PT-903,,,,,,,2500,0,0.255,,,
9657,306,PT-903,,,,,,,5000,0,0.25,,,
9658,306,PT-903,,,,,,,10000,0,0.245,,,
9659,307,PT-904,,,,,,,100,0,0.275,,,
9660,307,PT-904,,,,,,,300,0,0.27,,,
9661,307,PT-904,,,,,,,500,0,0.265,,,
9662,307,PT-904,,,,,,,1000,0,0.26,,,
9663,307,PT-904,,,,,,,2500,0,0.255,,,
9664,307,PT-904,,,,,,,5000,0,0.25,,,
9665,307,PT-904,,,,,,,10000,0,0.245,,,
9666,308,PT-902,,,,,,,100,0,0.275,,,
9667,308,PT-902,,,,,,,300,0,0.27,,,
9668,308,PT-902,,,,,,,500,0,0.265,,,
9669,308,PT-902,,,,,,,1000,0,0.26,,,
9670,308,PT-902,,,,,,,2500,0,0.255,,,
9671,308,PT-902,,,,,,,5000,0,0.25,,,
9672,308,PT-902,,,,,,,10000,0,0.245,,,
9673,309,PT-1038,,,,,,,100,0,0.275,,,
9674,309,PT-1038,,,,,,,300,0,0.27,,,
9675,309,PT-1038,,,,,,,500,0,0.265,,,
9676,309,PT-1038,,,,,,,1000,0,0.26,,,
9677,309,PT-1038,,,,,,,2500,0,0.255,,,
9678,309,PT-1038,,,,,,,5000,0,0.25,,,
9679,309,PT-1038,,,,,,,10000,0,0.245,,,
9680,310,PT-394,,,,,,,100,0,0.275,,,
9681,310,PT-394,,,,,,,300,0,0.27,,,
9682,310,PT-394,,,,,,,500,0,0.265,,,
9683,310,PT-394,,,,,,,1000,0,0.26,,,
9684,310,PT-394,,,,,,,2500,0,0.255,,,
9685,310,PT-394,,,,,,,5000,0,0.25,,,
9686,310,PT-394,,,,,,,10000,0,0.245,,,
9687,311,PT-984,,,,,,,100,0,0.295,,,
9688,311,PT-984,,,,,,,300,0,0.29,,,
9689,311,PT-984,,,,,,,500,0,0.285,,,
9690,311,PT-984,,,,,,,1000,0,0.28,,,
9691,311,PT-984,,,,,,,2500,0,0.275,,,
9692,311,PT-984,,,,,,,5000,0,0.27,,,
9693,311,PT-984,,,,,,,10000,0,0.265,,,
9694,312,PT-390,,,,,,,100,0,0.275,,,
9695,312,PT-390,,,,,,,300,0,0.27,,,
9696,312,PT-390,,,,,,,500,0,0.265,,,
9697,312,PT-390,,,,,,,1000,0,0.26,,,
9698,312,PT-390,,,,,,,2500,0,0.255,,,
9699,312,PT-390,,,,,,,5000,0,0.25,,,
9700,312,PT-390,,,,,,,10000,0,0.245,,,
9701,313,PT-2478,,,,,,,100,0,0.275,,,
9702,313,PT-2478,,,,,,,300,0,0.27,,,
9703,313,PT-2478,,,,,,,500,0,0.265,,,
9704,313,PT-2478,,,,,,,1000,0,0.26,,,
9705,313,PT-2478,,,,,,,2500,0,0.255,,,
9706,313,PT-2478,,,,,,,5000,0,0.25,,,
9707,313,PT-2478,,,,,,,10000,0,0.245,,,
9708,314,PT-687,,,,,,,100,0,0.275,,,
9709,314,PT-687,,,,,,,300,0,0.27,,,
9710,314,PT-687,,,,,,,500,0,0.265,,,
9711,314,PT-687,,,,,,,1000,0,0.26,,,
9712,314,PT-687,,,,,,,2500,0,0.255,,,
9713,314,PT-687,,,,,,,5000,0,0.25,,,
9714,314,PT-687,,,,,,,10000,0,0.245,,,
9715,315,PT-2579,,,,,,,100,0,0.29,,,
9716,315,PT-2579,,,,,,,300,0,0.285,,,
9717,315,PT-2579,,,,,,,500,0,0.28,,,
9718,315,PT-2579,,,,,,,1000,0,0.275,,,
9719,315,PT-2579,,,,,,,2500,0,0.27,,,
9720,315,PT-2579,,,,,,,5000,0,0.265,,,
9721,315,PT-2579,,,,,,,10000,0,0.26,,,
9722,316,PT-1650,,,,,,,100,0,0.275,,,
9723,316,PT-1650,,,,,,,300,0,0.27,,,
9724,316,PT-1650,,,,,,,500,0,0.265,,,
9725,316,PT-1650,,,,,,,1000,0,0.26,,,
9726,316,PT-1650,,,,,,,2500,0,0.255,,,
9727,316,PT-1650,,,,,,,5000,0,0.25,,,
9728,316,PT-1650,,,,,,,10000,0,0.245,,,
9729,317,PT-1869-A,,,,,,,100,0,0.26,,,
9730,317,PT-1869-A,,,,,,,300,0,0.255,,,
9731,317,PT-1869-A,,,,,,,500,0,0.25,,,
9732,317,PT-1869-A,,,,,,,1000,0,0.245,,,
9733,317,PT-1869-A,,,,,,,2500,0,0.24,,,
9734,317,PT-1869-A,,,,,,,5000,0,0.235,,,
9735,317,PT-1869-A,,,,,,,10000,0,0.23,,,
9736,318,PT-1869-B,,,,,,,100,0,0.26,,,
9737,318,PT-1869-B,,,,,,,300,0,0.255,,,
9738,318,PT-1869-B,,,,,,,500,0,0.25,,,
9739,318,PT-1869-B,,,,,,,1000,0,0.245,,,
9740,318,PT-1869-B,,,,,,,2500,0,0.24,,,
9741,318,PT-1869-B,,,,,,,5000,0,0.235,,,
9742,318,PT-1869-B,,,,,,,10000,0,0.23,,,
9743,319,PT-1869-C,,,,,,,100,0,0.265,,,
9744,319,PT-1869-C,,,,,,,300,0,0.26,,,
9745,319,PT-1869-C,,,,,,,500,0,0.255,,,
9746,319,PT-1869-C,,,,,,,1000,0,0.25,,,
9747,319,PT-1869-C,,,,,,,2500,0,0.245,,,
9748,319,PT-1869-C,,,,,,,5000,0,0.24,,,
9749,319,PT-1869-C,,,,,,,10000,0,0.235,,,
9750,320,PT-1869-D,,,,,,,100,0,0.265,,,
9751,320,PT-1869-D,,,,,,,300,0,0.26,,,
9752,320,PT-1869-D,,,,,,,500,0,0.255,,,
9753,320,PT-1869-D,,,,,,,1000,0,0.25,,,
9754,320,PT-1869-D,,,,,,,2500,0,0.245,,,
9755,320,PT-1869-D,,,,,,,5000,0,0.24,,,
9756,320,PT-1869-D,,,,,,,10000,0,0.235,,,
9757,321,PT-1869-E,,,,,,,100,0,0.27,,,
9758,321,PT-1869-E,,,,,,,300,0,0.265,,,
9759,321,PT-1869-E,,,,,,,500,0,0.26,,,
9760,321,PT-1869-E,,,,,,,1000,0,0.255,,,
9761,321,PT-1869-E,,,,,,,2500,0,0.25,,,
9762,321,PT-1869-E,,,,,,,5000,0,0.245,,,
9763,321,PT-1869-E,,,,,,,10000,0,0.24,,,
9764,322,PT-1869-F,,,,,,,100,0,0.27,,,
9765,322,PT-1869-F,,,,,,,300,0,0.265,,,
9766,322,PT-1869-F,,,,,,,500,0,0.26,,,
9767,322,PT-1869-F,,,,,,,1000,0,0.255,,,
9768,322,PT-1869-F,,,,,,,2500,0,0.25,,,
9769,322,PT-1869-F,,,,,,,5000,0,0.245,,,
9770,322,PT-1869-F,,,,,,,10000,0,0.24,,,
9771,323,PT-2734,,,,,,,100,0,0.275,,,
9772,323,PT-2734,,,,,,,300,0,0.27,,,
9773,323,PT-2734,,,,,,,500,0,0.265,,,
9774,323,PT-2734,,,,,,,1000,0,0.26,,,
9775,323,PT-2734,,,,,,,2500,0,0.255,,,
9776,323,PT-2734,,,,,,,5000,0,0.25,,,
9777,323,PT-2734,,,,,,,10000,0,0.245,,,
9778,324,PT-1518,,,,,,,100,0,0.275,,,
9779,324,PT-1518,,,,,,,300,0,0.27,,,
9780,324,PT-1518,,,,,,,500,0,0.265,,,
9781,324,PT-1518,,,,,,,1000,0,0.26,,,
9782,324,PT-1518,,,,,,,2500,0,0.255,,,
9783,324,PT-1518,,,,,,,5000,0,0.25,,,
9784,324,PT-1518,,,,,,,10000,0,0.245,,,
9785,325,PT-2176,,,,,,,100,0,0.275,,,
9786,325,PT-2176,,,,,,,300,0,0.27,,,
9787,325,PT-2176,,,,,,,500,0,0.265,,,
9788,325,PT-2176,,,,,,,1000,0,0.26,,,
9789,325,PT-2176,,,,,,,2500,0,0.255,,,
9790,325,PT-2176,,,,,,,5000,0,0.25,,,
9791,325,PT-2176,,,,,,,10000,0,0.245,,,
9792,326,PT-2065,,,,,,,100,0,0.285,,,
9793,326,PT-2065,,,,,,,300,0,0.28,,,
9794,326,PT-2065,,,,,,,500,0,0.275,,,
9795,326,PT-2065,,,,,,,1000,0,0.27,,,
9796,326,PT-2065,,,,,,,2500,0,0.265,,,
9797,326,PT-2065,,,,,,,5000,0,0.26,,,
9798,326,PT-2065,,,,,,,10000,0,0.255,,,
9799,327,PT-1513,,,,,,,100,0,0.275,,,
9800,327,PT-1513,,,,,,,300,0,0.27,,,
9801,327,PT-1513,,,,,,,500,0,0.265,,,
9802,327,PT-1513,,,,,,,1000,0,0.26,,,
9803,327,PT-1513,,,,,,,2500,0,0.255,,,
9804,327,PT-1513,,,,,,,5000,0,0.25,,,
9805,327,PT-1513,,,,,,,10000,0,0.245,,,
9806,328,PT-1117,,,,,,,100,0,0.275,,,
9807,328,PT-1117,,,,,,,300,0,0.27,,,
9808,328,PT-1117,,,,,,,500,0,0.265,,,
9809,328,PT-1117,,,,,,,1000,0,0.26,,,
9810,328,PT-1117,,,,,,,2500,0,0.255,,,
9811,328,PT-1117,,,,,,,5000,0,0.25,,,
9812,328,PT-1117,,,,,,,10000,0,0.245,,,
9813,329,PT-2127,,,,,,,100,0,0.27,,,
9814,329,PT-2127,,,,,,,300,0,0.265,,,
9815,329,PT-2127,,,,,,,500,0,0.26,,,
9816,329,PT-2127,,,,,,,1000,0,0.255,,,
9817,329,PT-2127,,,,,,,2500,0,0.25,,,
9818,329,PT-2127,,,,,,,5000,0,0.245,,,
9819,329,PT-2127,,,,,,,10000,0,0.24,,,
9820,330,PT-1677,,,,,,,100,0,0.275,,,
9821,330,PT-1677,,,,,,,300,0,0.27,,,
9822,330,PT-1677,,,,,,,500,0,0.265,,,
9823,330,PT-1677,,,,,,,1000,0,0.26,,,
9824,330,PT-1677,,,,,,,2500,0,0.255,,,
9825,330,PT-1677,,,,,,,5000,0,0.25,,,
9826,330,PT-1677,,,,,,,10000,0,0.245,,,
9827,331,PT-2681,,,,,,,100,0,0.285,,,
9828,331,PT-2681,,,,,,,300,0,0.28,,,
9829,331,PT-2681,,,,,,,500,0,0.275,,,
9830,331,PT-2681,,,,,,,1000,0,0.27,,,
9831,331,PT-2681,,,,,,,2500,0,0.265,,,
9832,331,PT-2681,,,,,,,5000,0,0.26,,,
9833,331,PT-2681,,,,,,,10000,0,0.255,,,
9834,332,PT-2008,,,,,,,100,0,0.29,,,
9835,332,PT-2008,,,,,,,300,0,0.285,,,
9836,332,PT-2008,,,,,,,500,0,0.28,,,
9837,332,PT-2008,,,,,,,1000,0,0.275,,,
9838,332,PT-2008,,,,,,,2500,0,0.27,,,
9839,332,PT-2008,,,,,,,5000,0,0.265,,,
9840,332,PT-2008,,,,,,,10000,0,0.26,,,
9841,333,PT-2029,,,,,,,100,0,0.29,,,
9842,333,PT-2029,,,,,,,300,0,0.285,,,
9843,333,PT-2029,,,,,,,500,0,0.28,,,
9844,333,PT-2029,,,,,,,1000,0,0.275,,,
9845,333,PT-2029,,,,,,,2500,0,0.27,,,
9846,333,PT-2029,,,,,,,5000,0,0.265,,,
9847,333,PT-2029,,,,,,,10000,0,0.26,,,
9848,334,PT-396,,,,,,,100,0,0.285,,,
9849,334,PT-396,,,,,,,300,0,0.28,,,
9850,334,PT-396,,,,,,,500,0,0.275,,,
9851,334,PT-396,,,,,,,1000,0,0.27,,,
9852,334,PT-396,,,,,,,2500,0,0.265,,,
9853,334,PT-396,,,,,,,5000,0,0.26,,,
9854,334,PT-396,,,,,,,10000,0,0.255,,,
9855,335,PT-1122,,,,,,,100,0,0.275,,,
9856,335,PT-1122,,,,,,,300,0,0.27,,,
9857,335,PT-1122,,,,,,,500,0,0.265,,,
9858,335,PT-1122,,,,,,,1000,0,0.26,,,
9859,335,PT-1122,,,,,,,2500,0,0.255,,,
9860,335,PT-1122,,,,,,,5000,0,0.25,,,
9861,335,PT-1122,,,,,,,10000,0,0.245,,,
9862,336,PT-1339,,,,,,,100,0,0.285,,,
9863,336,PT-1339,,,,,,,300,0,0.28,,,
9864,336,PT-1339,,,,,,,500,0,0.275,,,
9865,336,PT-1339,,,,,,,1000,0,0.27,,,
9866,336,PT-1339,,,,,,,2500,0,0.265,,,
9867,336,PT-1339,,,,,,,5000,0,0.26,,,
9868,336,PT-1339,,,,,,,10000,0,0.255,,,
9869,337,PT-381,,,,,,,100,0,0.275,,,
9870,337,PT-381,,,,,,,300,0,0.27,,,
9871,337,PT-381,,,,,,,500,0,0.265,,,
9872,337,PT-381,,,,,,,1000,0,0.26,,,
9873,337,PT-381,,,,,,,2500,0,0.255,,,
9874,337,PT-381,,,,,,,5000,0,0.25,,,
9875,337,PT-381,,,,,,,10000,0,0.245,,,
9876,338,PT-1170,,,,,,,100,0,0.285,,,
9877,338,PT-1170,,,,,,,300,0,0.28,,,
9878,338,PT-1170,,,,,,,500,0,0.275,,,
9879,338,PT-1170,,,,,,,1000,0,0.27,,,
9880,338,PT-1170,,,,,,,2500,0,0.265,,,
9881,338,PT-1170,,,,,,,5000,0,0.26,,,
9882,338,PT-1170,,,,,,,10000,0,0.255,,,
9883,339,PT-2453,,,,,,,100,0,0.285,,,
9884,339,PT-2453,,,,,,,300,0,0.28,,,
9885,339,PT-2453,,,,,,,500,0,0.275,,,
9886,339,PT-2453,,,,,,,1000,0,0.27,,,
9887,339,PT-2453,,,,,,,2500,0,0.265,,,
9888,339,PT-2453,,,,,,,5000,0,0.26,,,
9889,339,PT-2453,,,,,,,10000,0,0.255,,,
9890,340,PT-555,,,,,,,100,0,0.295,,,
9891,340,PT-555,,,,,,,300,0,0.29,,,
9892,340,PT-555,,,,,,,500,0,0.285,,,
9893,340,PT-555,,,,,,,1000,0,0.295,,,
9894,340,PT-555,,,,,,,2500,0,0.275,,,
9895,340,PT-555,,,,,,,5000,0,0.27,,,
9896,340,PT-555,,,,,,,10000,0,0.265,,,
9897,341,PT-964,,,,,,,100,0,0.285,,,
9898,341,PT-964,,,,,,,300,0,0.28,,,
9899,341,PT-964,,,,,,,500,0,0.275,,,
9900,341,PT-964,,,,,,,1000,0,0.27,,,
9901,341,PT-964,,,,,,,2500,0,0.265,,,
9902,341,PT-964,,,,,,,5000,0,0.26,,,
9903,341,PT-964,,,,,,,10000,0,0.255,,,
9904,342,PT-792,,,,,,,100,0,0.29,,,
9905,342,PT-792,,,,,,,300,0,0.285,,,
9906,342,PT-792,,,,,,,500,0,0.28,,,
9907,342,PT-792,,,,,,,1000,0,0.275,,,
9908,342,PT-792,,,,,,,2500,0,0.27,,,
9909,342,PT-792,,,,,,,5000,0,0.265,,,
9910,342,PT-792,,,,,,,10000,0,0.26,,,
9911,343,PT-398,,,,,,,100,0,0.275,,,
9912,343,PT-398,,,,,,,300,0,0.27,,,
9913,343,PT-398,,,,,,,500,0,0.265,,,
9914,343,PT-398,,,,,,,1000,0,0.26,,,
9915,343,PT-398,,,,,,,2500,0,0.255,,,
9916,343,PT-398,,,,,,,5000,0,0.25,,,
9917,343,PT-398,,,,,,,10000,0,0.245,,,
9918,344,PT-1127,,,,,,,100,0,0.285,,,
9919,344,PT-1127,,,,,,,300,0,0.28,,,
9920,344,PT-1127,,,,,,,500,0,0.275,,,
9921,344,PT-1127,,,,,,,1000,0,0.27,,,
9922,344,PT-1127,,,,,,,2500,0,0.265,,,
9923,344,PT-1127,,,,,,,5000,0,0.26,,,
9924,344,PT-1127,,,,,,,10000,0,0.255,,,
9925,345,PT-1998,,,,,,,100,0,0.305,,,
9926,345,PT-1998,,,,,,,300,0,0.3,,,
9927,345,PT-1998,,,,,,,500,0,0.295,,,
9928,345,PT-1998,,,,,,,1000,0,0.29,,,
9929,345,PT-1998,,,,,,,2500,0,0.285,,,
9930,345,PT-1998,,,,,,,5000,0,0.28,,,
9931,345,PT-1998,,,,,,,10000,0,0.275,,,
9932,346,PT-1371,,,,,,,100,0,0.305,,,
9933,346,PT-1371,,,,,,,300,0,0.3,,,
9934,346,PT-1371,,,,,,,500,0,0.295,,,
9935,346,PT-1371,,,,,,,1000,0,0.29,,,
9936,346,PT-1371,,,,,,,2500,0,0.285,,,
9937,346,PT-1371,,,,,,,5000,0,0.28,,,
9938,346,PT-1371,,,,,,,10000,0,0.275,,,
9939,347,PT-2481,,,,,,,100,0,0.31,,,
9940,347,PT-2481,,,,,,,300,0,0.305,,,
9941,347,PT-2481,,,,,,,500,0,0.3,,,
9942,347,PT-2481,,,,,,,1000,0,0.295,,,
9943,347,PT-2481,,,,,,,2500,0,0.29,,,
9944,347,PT-2481,,,,,,,5000,0,0.285,,,
9945,347,PT-2481,,,,,,,10000,0,0.28,,,
9946,348,PT-1942,,,,,,,100,0,0.31,,,
9947,348,PT-1942,,,,,,,300,0,0.305,,,
9948,348,PT-1942,,,,,,,500,0,0.3,,,
9949,348,PT-1942,,,,,,,1000,0,0.295,,,
9950,348,PT-1942,,,,,,,2500,0,0.29,,,
9951,348,PT-1942,,,,,,,5000,0,0.285,,,
9952,348,PT-1942,,,,,,,10000,0,0.28,,,
9953,349,PT-1185,,,,,,,100,0,0.305,,,
9954,349,PT-1185,,,,,,,300,0,0.3,,,
9955,349,PT-1185,,,,,,,500,0,0.295,,,
9956,349,PT-1185,,,,,,,1000,0,0.29,,,
9957,349,PT-1185,,,,,,,2500,0,0.285,,,
9958,349,PT-1185,,,,,,,5000,0,0.28,,,
9959,349,PT-1185,,,,,,,10000,0,0.275,,,
9960,350,PT-700,,,,,,,100,0,0.31,,,
9961,350,PT-700,,,,,,,300,0,0.305,,,
9962,350,PT-700,,,,,,,500,0,0.3,,,
9963,350,PT-700,,,,,,,1000,0,0.295,,,
9964,350,PT-700,,,,,,,2500,0,0.29,,,
9965,350,PT-700,,,,,,,5000,0,0.285,,,
9966,350,PT-700,,,,,,,10000,0,0.28,,,
9967,351,PT-2379,,,,,,,100,0,0.305,,,
9968,351,PT-2379,,,,,,,300,0,0.3,,,
9969,351,PT-2379,,,,,,,500,0,0.295,,,
9970,351,PT-2379,,,,,,,1000,0,0.29,,,
9971,351,PT-2379,,,,,,,2500,0,0.285,,,
9972,351,PT-2379,,,,,,,5000,0,0.28,,,
9973,351,PT-2379,,,,,,,10000,0,0.275,,,
9974,352,PT-1974,,,,,,,100,0,0.305,,,
9975,352,PT-1974,,,,,,,300,0,0.3,,,
9976,352,PT-1974,,,,,,,500,0,0.295,,,
9977,352,PT-1974,,,,,,,1000,0,0.29,,,
9978,352,PT-1974,,,,,,,2500,0,0.285,,,
9979,352,PT-1974,,,,,,,5000,0,0.28,,,
9980,352,PT-1974,,,,,,,10000,0,0.275,,,
9981,353,PT-1648,,,,,,,100,0,0.31,,,
9982,353,PT-1648,,,,,,,300,0,0.305,,,
9983,353,PT-1648,,,,,,,500,0,0.3,,,
9984,353,PT-1648,,,,,,,1000,0,0.295,,,
9985,353,PT-1648,,,,,,,2500,0,0.29,,,
9986,353,PT-1648,,,,,,,5000,0,0.285,,,
9987,353,PT-1648,,,,,,,10000,0,0.28,,,
9988,354,PT-1435,,,,,,,100,0,0.315,,,
9989,354,PT-1435,,,,,,,300,0,0.31,,,
9990,354,PT-1435,,,,,,,500,0,0.305,,,
9991,354,PT-1435,,,,,,,1000,0,0.3,,,
9992,354,PT-1435,,,,,,,2500,0,0.295,,,
9993,354,PT-1435,,,,,,,5000,0,0.29,,,
9994,354,PT-1435,,,,,,,10000,0,0.285,,,
9995,355,PT-839,,,,,,,100,0,0.325,,,
9996,355,PT-839,,,,,,,300,0,0.32,,,
9997,355,PT-839,,,,,,,500,0,0.315,,,
9998,355,PT-839,,,,,,,1000,0,0.31,,,
9999,355,PT-839,,,,,,,2500,0,0.305,,,
10000,355,PT-839,,,,,,,5000,0,0.3,,,
10001,355,PT-839,,,,,,,10000,0,0.295,,,
10002,356,PT-2778,,,,,,,100,0,0.32,,,
10003,356,PT-2778,,,,,,,300,0,0.315,,,
10004,356,PT-2778,,,,,,,500,0,0.31,,,
10005,356,PT-2778,,,,,,,1000,0,0.305,,,
10006,356,PT-2778,,,,,,,2500,0,0.3,,,
10007,356,PT-2778,,,,,,,5000,0,0.295,,,
10008,356,PT-2778,,,,,,,10000,0,0.29,,,
10009,357,PT-1959,,,,,,,100,0,0.33,,,
10010,357,PT-1959,,,,,,,300,0,0.325,,,
10011,357,PT-1959,,,,,,,500,0,0.32,,,
10012,357,PT-1959,,,,,,,1000,0,0.315,,,
10013,357,PT-1959,,,,,,,2500,0,0.31,,,
10014,357,PT-1959,,,,,,,5000,0,0.305,,,
10015,357,PT-1959,,,,,,,10000,0,0.3,,,
10016,358,PT-499,,,,,,,100,0,0.325,,,
10017,358,PT-499,,,,,,,300,0,0.32,,,
10018,358,PT-499,,,,,,,500,0,0.315,,,
10019,358,PT-499,,,,,,,1000,0,0.31,,,
10020,358,PT-499,,,,,,,2500,0,0.305,,,
10021,358,PT-499,,,,,,,5000,0,0.3,,,
10022,358,PT-499,,,,,,,10000,0,0.295,,,
10023,359,PT-1927,,,,,,,100,0,0.32,,,
10024,359,PT-1927,,,,,,,300,0,0.315,,,
10025,359,PT-1927,,,,,,,500,0,0.31,,,
10026,359,PT-1927,,,,,,,1000,0,0.305,,,
10027,359,PT-1927,,,,,,,2500,0,0.3,,,
10028,359,PT-1927,,,,,,,5000,0,0.295,,,
10029,359,PT-1927,,,,,,,10000,0,0.29,,,
10030,360,PT-2076,,,,,,,100,0,0.32,,,
10031,360,PT-2076,,,,,,,300,0,0.315,,,
10032,360,PT-2076,,,,,,,500,0,0.31,,,
10033,360,PT-2076,,,,,,,1000,0,0.305,,,
10034,360,PT-2076,,,,,,,2500,0,0.3,,,
10035,360,PT-2076,,,,,,,5000,0,0.295,,,
10036,360,PT-2076,,,,,,,10000,0,0.29,,,
10037,361,PT-1881,,,,,,,100,0,0.605,,,
10038,361,PT-1881,,,,,,,300,0,0.6,,,
10039,361,PT-1881,,,,,,,500,0,0.595,,,
10040,361,PT-1881,,,,,,,1000,0,0.59,,,
10041,361,PT-1881,,,,,,,2500,0,0.585,,,
10042,361,PT-1881,,,,,,,5000,0,0.58,,,
10043,361,PT-1881,,,,,,,10000,0,0.575,,,
10044,362,PT-1680,,,,,,,100,0,0.385,,,
10045,362,PT-1680,,,,,,,300,0,0.38,,,
10046,362,PT-1680,,,,,,,500,0,0.375,,,
10047,362,PT-1680,,,,,,,1000,0,0.37,,,
10048,362,PT-1680,,,,,,,2500,0,0.365,,,
10049,362,PT-1680,,,,,,,5000,0,0.36,,,
10050,362,PT-1680,,,,,,,10000,0,0.355,,,
10051,363,PT-837,,,,,,,100,0,0.38,,,
10052,363,PT-837,,,,,,,300,0,0.375,,,
10053,363,PT-837,,,,,,,500,0,0.37,,,
10054,363,PT-837,,,,,,,1000,0,0.365,,,
10055,363,PT-837,,,,,,,2500,0,0.36,,,
10056,363,PT-837,,,,,,,5000,0,0.355,,,
10057,363,PT-837,,,,,,,10000,0,0.35,,,
10058,364,PT-958,,,,,,,100,0,0.39,,,
10059,364,PT-958,,,,,,,300,0,0.385,,,
10060,364,PT-958,,,,,,,500,0,0.38,,,
10061,364,PT-958,,,,,,,1000,0,0.375,,,
10062,364,PT-958,,,,,,,2500,0,0.37,,,
10063,364,PT-958,,,,,,,5000,0,0.365,,,
10064,364,PT-958,,,,,,,10000,0,0.36,,,
10065,365,PT-2424,,,,,,,100,0,0.42,,,
10066,365,PT-2424,,,,,,,300,0,0.415,,,
10067,365,PT-2424,,,,,,,500,0,0.41,,,
10068,365,PT-2424,,,,,,,1000,0,0.405,,,
10069,365,PT-2424,,,,,,,2500,0,0.4,,,
10070,365,PT-2424,,,,,,,5000,0,0.395,,,
10071,365,PT-2424,,,,,,,10000,0,0.39,,,
10072,366,PT-2501,,,,,,,100,0,0.43,,,
10073,366,PT-2501,,,,,,,300,0,0.425,,,
10074,366,PT-2501,,,,,,,500,0,0.42,,,
10075,366,PT-2501,,,,,,,1000,0,0.415,,,
10076,366,PT-2501,,,,,,,2500,0,0.41,,,
10077,366,PT-2501,,,,,,,5000,0,0.405,,,
10078,366,PT-2501,,,,,,,10000,0,0.4,,,
10079,367,PT-1821,,,,,,,100,0,0.415,,,
10080,367,PT-1821,,,,,,,300,0,0.41,,,
10081,367,PT-1821,,,,,,,500,0,0.405,,,
10082,367,PT-1821,,,,,,,1000,0,0.4,,,
10083,367,PT-1821,,,,,,,2500,0,0.395,,,
10084,367,PT-1821,,,,,,,5000,0,0.39,,,
10085,367,PT-1821,,,,,,,10000,0,0.385,,,
10086,368,PT-2522,,,,,,,100,0,0.415,,,
10087,368,PT-2522,,,,,,,300,0,0.41,,,
10088,368,PT-2522,,,,,,,500,0,0.405,,,
10089,368,PT-2522,,,,,,,1000,0,0.4,,,
10090,368,PT-2522,,,,,,,2500,0,0.395,,,
10091,368,PT-2522,,,,,,,5000,0,0.39,,,
10092,368,PT-2522,,,,,,,10000,0,0.385,,,
10093,369,PT-2711,,,,,,,100,0,0.415,,,
10094,369,PT-2711,,,,,,,300,0,0.41,,,
10095,369,PT-2711,,,,,,,500,0,0.405,,,
10096,369,PT-2711,,,,,,,1000,0,0.4,,,
