link	title	description	image_link	additional_image_link	product_type	price	id	condition	expiration_date	shipping_weight	brand	mpn	gtin	availability	google_product_category	gender	age_group	color	size	material	pattern	item_group_id	adwords_grouping	adwords_labels	excluded_destination
http://www.havacupathome.com/store/p/136-Caribou-Blend.aspx?feed=Froogle	Caribou Blend 	This signature blend balances a big-bodied, syrupy taste with a clean, snappy finish. Get 24 K-Cups per box. Fresh from the roaster. This signature blend balances a big-bodied, syrupy taste with a clean, snappy finish. Get 24 K-Cups per box. Fresh from the roaster.    	http://www.havacupathome.com/resize/images/K-cups/caribou-caribou-sm.jpg?lr=t&bw=500&bh=500		K-Cups  > Caffeinated Coffee > Medium Roast	15.5000	136	new	2014-09-12	0.9500 lb	Caribou			in stock											
http://www.havacupathome.com/store/p/137-Caribou-Blend-DECAF.aspx?feed=Froogle	Caribou Blend DECAF	Same quality as the caffinated version except an all natural, no chemical decaffeination in our process. Get 24 K-Cups per box. Fresh from the roaster. This signature blend balances a big-bodied, syrupy taste with a clean, snappy finish. All natural, no chemical decaffeination in our process. Get 24 K-Cups per box. Fresh from the roaster.	http://www.havacupathome.com/resize/images/K-cups/caribou-caribou-decaf-sm.jpg?lr=t&bw=500&bh=500		K-Cups  > Decaf Coffee > Non-Flavored	15.5000	137	new	2014-09-12	0.9500 lb	Caribou			in stock											
http://www.havacupathome.com/store/p/139-Hot-Apple-Cider.aspx?feed=Froogle	Hot Apple Cider	All natural, sweet orchard apples with a hint of brown sugar and touch of cinnamon. 	http://www.havacupathome.com/resize/images/K-cups/10-k-cup-apple-cider-lg.jpg?lr=t&bw=500&bh=500		K-Cups 	19.9900	139	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/141-Naturals-Hot-Apple-Cider.aspx?feed=Froogle	Naturals - Hot Apple Cider 	All natural, sweet orchard apples with brown sugar and hint of cinnamon. (Beyond Best by date) 	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	9.9900	141	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/142-SWEET-RASPBERRY-ICED-TEA.aspx?feed=Froogle	SWEET RASPBERRY ICED TEA		http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	142	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/143-SLEEPYTIME-HERBAL-TEA.aspx?feed=Froogle	SLEEPYTIME HERBAL TEA		http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	143	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/145-HALF-HALF-ICED-TEA.aspx?feed=Froogle	HALF & HALF ICED TEA	HALF BLACK TEA AND LEMONADE 	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	145	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/149-SPICEY-EGGNOG.aspx?feed=Froogle	SPICEY EGGNOG		http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	149	new	2014-09-12	 lb	Coffee			in stock											
http://www.havacupathome.com/store/p/150-SWEET-LEMON-ICED-TEA.aspx?feed=Froogle	SWEET LEMON ICED TEA		http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	150	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/151-GINGERBREAD.aspx?feed=Froogle	GINGERBREAD		http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	151	new	2014-09-12	 lb	Coffee			in stock											
http://www.havacupathome.com/store/p/154-SWEET-PEACH-ICED-TEA.aspx?feed=Froogle	SWEET PEACH ICED TEA		http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	7.5000	154	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/156-Acai-Berry-Iced-Fruit-Brew.aspx?feed=Froogle	Acai Berry Iced Fruit Brew	Vitamin burst w/Antioxidant Vitamin C brew over ice 	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	9.9800	156	new	2014-09-12	 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/157-Snapple-Lemon-Iced-Tea.aspx?feed=Froogle	Snapple Lemon Iced Tea	Made from Green & Black Tea Leaves and flavored with other natural flavors.	http://www.havacupathome.com/resize/images/snapple.png?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	8.0000	157	new	2014-09-12	0.9500 lb	Snapple	Coffee		in stock											
http://www.havacupathome.com/store/p/158-Naturals-Lemonade.aspx?feed=Froogle	Naturals Lemonade	Green Mountain Naturals Lemonade fruit brew. Enjoy the refreshing, sun-splashed flavor&nbsp;of fresh-squeezed lemons straight from your&nbsp;Keurig brewer.&nbsp;	http://www.havacupathome.com/resize/images/GMC-SM-Lemonade-R1.png?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	8.0000	158	new	2014-09-12	0.0000 lb	Green Mountain Coffee 	Coffee		in stock											
http://www.havacupathome.com/store/p/159-Perfect-Iced-Tea-Variety.aspx?feed=Froogle	Perfect Iced Tea Variety	Brew over ice. Sweet raspberry, sweet lemon, sweet peach and unsweetened black tea. Brew Over Ice. Includes sweet raspberry, sweet lemon, sweet peach and unsweetened black tea.	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Clearance - Beyond Best By Date	8.0000	159	new	2014-09-12	0.0000 lb	Green Mountain Coffee 			in stock											
http://www.havacupathome.com/store/p/161-100-Colombian-Whole-Bean-Decaf.aspx?feed=Froogle	100% Colombian Whole Bean Decaf	Top grade decaf, uniform handpicked beans. Deep mellow body with a smooth rich taste.	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Premium Coffee	41.0000	161	new	2014-09-12	0.0000 lb	Hav-A-Cup Coffee			in stock											
http://www.havacupathome.com/store/p/162-Pacific-Blend-Espresso-2-lb.aspx?feed=Froogle	Pacific Blend Espresso 2 lb	Espresso bean 	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Premium Coffee > Fair Trade Organic > Whole Bean	18.0000	162	new	2014-09-12	0.0000 lb	Hav-A-Cup Coffee			in stock											
http://www.havacupathome.com/store/p/163-Pacific-Espresso-Bean-2-lb.aspx?feed=Froogle	Pacific Espresso Bean 2 lb	2 lbs Espresso Beans 2 lbs Espresso Beans	http://www.havacupathome.com/resize/store/images/default-product-image.jpg?lr=t&bw=500&bh=500		Premium Coffee	18.0000	163	new	2014-09-12	2.0000 lb	Hav-A-Cup Coffee			in stock											
http://www.havacupathome.com/store/p/164-Barrie-House-Breakfast-Blend.aspx?feed=Froogle	Barrie House Breakfast Blend	A medium-roasted lively & balanced blend of South American Arabicas grown at high altitude gives this blend a light acidity. Along with the presence of the perfect amount of Central American Arabicas this coffee has balanced flavors and a hint of nuts and cocoa	http://www.havacupathome.com/resize/images/lid-breakfast-blend495X483.jpg?lr=t&bw=500&bh=500		K-Cups  > Caffeinated Coffee > Medium Roast	15.5000	164	new	2014-09-12	1 lb				in stock											
