ItemID,ItemNumber,ItemName,Variation1Group,Variation1Description,Variation1Surcharge,Variation1SurchargeType,Variation1ItemNumberExtension,Variation2Group,Variation2Description,Variation2Surcharge,Variation2SurchargeType,Variation2ItemNumberExtension,Variation3Group,Variation3Description,Variation3Surcharge,Variation3SurchargeType,Variation3ItemNumberExtension
635,STB-645,STB-645,,,,,,,,,,,,,,,
636,STB-2571,STB-2571,,,,,,,,,,,,,,,
637,STB-166,STB-166,,,,,,,,,,,,,,,
638,STB-1921,STB-1921,,,,,,,,,,,,,,,
639,STB-2374,STB-2374,,,,,,,,,,,,,,,
640,STB-727,STB-727,,,,,,,,,,,,,,,
641,STB-1203,STB-1203,,,,,,,,,,,,,,,
642,STB-1718,STB-1718,,,,,,,,,,,,,,,
643,STB-238,STB-238,,,,,,,,,,,,,,,
644,STB-96,STB-96,,,,,,,,,,,,,,,
645,STB-2718,STB-2718,,,,,,,,,,,,,,,
646,STB-367,STB-367,,,,,,,,,,,,,,,
647,STB-207,STB-207,,,,,,,,,,,,,,,
648,STB-1309,STB-1309,,,,,,,,,,,,,,,
649,STB-1781,STB-1781,,,,,,,,,,,,,,,
650,STB-264,STB-264,,,,,,,,,,,,,,,
651,STB-2551,STB-2551,,,,,,,,,,,,,,,
652,STB-291,STB-291,,,,,,,,,,,,,,,
653,STB-352,STB-352,,,,,,,,,,,,,,,
654,STB-1418,STB-1418,,,,,,,,,,,,,,,
655,STB-340,STB-340,,,,,,,,,,,,,,,
656,STB-210,STB-210,,,,,,,,,,,,,,,
657,STB-704,STB-704,,,,,,,,,,,,,,,
658,STB-2810,STB-2810,,,,,,,,,,,,,,,
659,STB-429,STB-429,,,,,,,,,,,,,,,
660,STB-629,STB-629,,,,,,,,,,,,,,,
661,STB-759,STB-759,,,,,,,,,,,,,,,
662,STB-706,STB-706,,,,,,,,,,,,,,,
663,STB-673,STB-673,,,,,,,,,,,,,,,
664,STB-470,STB-470,,,,,,,,,,,,,,,
665,STB-1471,STB-1471,,,,,,,,,,,,,,,
666,STB-92,STB-92,,,,,,,,,,,,,,,
667,STB-1833,STB-1833,,,,,,,,,,,,,,,
668,STB-1780,STB-1780,,,,,,,,,,,,,,,
669,STB-2167,STB-2167,,,,,,,,,,,,,,,
670,STB-1227,STB-1227,,,,,,,,,,,,,,,
671,STB-1343,STB-1343,,,,,,,,,,,,,,,
672,STB-255,STB-255,,,,,,,,,,,,,,,
673,STB-1888,STB-1888,,,,,,,,,,,,,,,
674,STB-2815,STB-2815,,,,,,,,,,,,,,,
675,STB-1600,STB-1600,,,,,,,,,,,,,,,
676,STB-308,STB-308,,,,,,,,,,,,,,,
677,STB-2304,STB-2304,,,,,,,,,,,,,,,
678,STB-1889,STB-1889,,,,,,,,,,,,,,,
679,STB-258,STB-258,,,,,,,,,,,,,,,
680,STB-1569,STB-1569,,,,,,,,,,,,,,,
681,STB-614,STB-614,,,,,,,,,,,,,,,
682,STB-149,STB-149,,,,,,,,,,,,,,,
683,STB-1085,STB-1085,,,,,,,,,,,,,,,
684,STB-1707,STB-1707,,,,,,,,,,,,,,,
685,STB-1778,STB-1778,,,,,,,,,,,,,,,
686,STB-1610,STB-1610,,,,,,,,,,,,,,,
687,STB1790,STB1790,,,,,,,,,,,,,,,
688,STB-2561,STB-2561,,,,,,,,,,,,,,,
689,STB-556,STB-556,,,,,,,,,,,,,,,
690,STB-2826,STB-2826,,,,,,,,,,,,,,,
691,STB-2068,STB-2068,,,,,,,,,,,,,,,
692,STB-2439,STB-2439,,,,,,,,,,,,,,,
693,STB-1013,STB-1013,,,,,,,,,,,,,,,
694,STB-1283,STB-1283,,,,,,,,,,,,,,,
695,STB-1023,STB-1023,,,,,,,,,,,,,,,
696,STB-1720,STB-1720,,,,,,,,,,,,,,,
697,STB-417,STB-417,,,,,,,,,,,,,,,
698,STB-666,STB-666,,,,,,,,,,,,,,,
699,STB-377,STB-377,,,,,,,,,,,,,,,
700,STB-158,STB-158,,,,,,,,,,,,,,,
701,STB-715,STB-715,,,,,,,,,,,,,,,
702,STB-668,STB-668,,,,,,,,,,,,,,,
703,STB-2069,STB-2069,,,,,,,,,,,,,,,
704,STB-2074,STB-2074,,,,,,,,,,,,,,,
705,STB-319,STB-319,,,,,,,,,,,,,,,
706,STB-103,STB-103,,,,,,,,,,,,,,,
707,STB-1090,STB-1090,,,,,,,,,,,,,,,
708,STB-1984,STB-1984,,,,,,,,,,,,,,,
709,STB-1836,STB-1836,,,,,,,,,,,,,,,
710,STB-1535,STB-1535,,,,,,,,,,,,,,,
711,STB-206,STB-206,,,,,,,,,,,,,,,
712,STB-756,STB-756,,,,,,,,,,,,,,,
713,STB-107,STB-107,,,,,,,,,,,,,,,
714,STB-2052,STB-2052,,,,,,,,,,,,,,,
715,STB-1448,STB-1448,,,,,,,,,,,,,,,
716,STB-2643,STB-2643,,,,,,,,,,,,,,,
717,STB-171,STB-171,,,,,,,,,,,,,,,
718,STB-325,STB-325,,,,,,,,,,,,,,,
719,STB-1713,STB-1713,,,,,,,,,,,,,,,
720,STB-1312,STB-1312,,,,,,,,,,,,,,,
721,STB-575,STB-575,,,,,,,,,,,,,,,
722,STB-493,STB-493,,,,,,,,,,,,,,,
723,STB-1582,STB-1582,,,,,,,,,,,,,,,
724,STB-1335,STB-1335,,,,,,,,,,,,,,,
725,STB-1702,STB-1702,,,,,,,,,,,,,,,
726,STB-1158,STB-1158,,,,,,,,,,,,,,,
727,STB-1047,STB-1047,,,,,,,,,,,,,,,
728,STB-1630,STB-1630,,,,,,,,,,,,,,,
729,STB-726,STB-726,,,,,,,,,,,,,,,
730,STB-290,STB-290,,,,,,,,,,,,,,,
731,STB-1719,STB-1719,,,,,,,,,,,,,,,
732,STB-787,STB-787,,,,,,,,,,,,,,,
733,STB-269,STB-269,,,,,,,,,,,,,,,
734,STB-1564,STB-1564,,,,,,,,,,,,,,,
735,STB-1565,STB-1565,,,,,,,,,,,,,,,
736,STB-2312,STB-2312,,,,,,,,,,,,,,,
737,STB-536,STB-536,,,,,,,,,,,,,,,
738,STB-476,STB-476,,,,,,,,,,,,,,,
739,STB-822,STB-822,,,,,,,,,,,,,,,
740,STB-1989,STB-1989,,,,,,,,,,,,,,,
741,STB-237,STB-237,,,,,,,,,,,,,,,
742,STB-1377,STB-1377,,,,,,,,,,,,,,,
743,STB-2108,STB-2108,,,,,,,,,,,,,,,
744,STB-856,STB-856,,,,,,,,,,,,,,,
745,STB-642,STB-642,,,,,,,,,,,,,,,
746,STB-1102,STB-1102,,,,,,,,,,,,,,,
747,STB-1541,STB-1541,,,,,,,,,,,,,,,
748,STB-219,STB-219,,,,,,,,,,,,,,,
749,STB-1075,STB-1075,,,,,,,,,,,,,,,
750,STB-1430,STB-1430,,,,,,,,,,,,,,,
751,STB-866,STB-866,,,,,,,,,,,,,,,
752,STB-545,STB-545,,,,,,,,,,,,,,,
753,STB-807,STB-807,,,,,,,,,,,,,,,
754,STB-2185,STB-2185,,,,,,,,,,,,,,,
755,STB-2253,STB-2253,,,,,,,,,,,,,,,
756,STB-1012,STB-1012,,,,,,,,,,,,,,,
757,STB-169,STB-169,,,,,,,,,,,,,,,
758,STB-310,STB-310,,,,,,,,,,,,,,,
759,STB-789,STB-789,,,,,,,,,,,,,,,
760,STB-1424,STB-1424,,,,,,,,,,,,,,,
761,STB-2523,STB-2523,,,,,,,,,,,,,,,
762,STB-2710,STB-2710,,,,,,,,,,,,,,,
763,STB-1168,STB-1168,,,,,,,,,,,,,,,
764,STB-2665,STB-2665,,,,,,,,,,,,,,,
765,STB-1903,STB-1903,,,,,,,,,,,,,,,
766,STB-489,STB-489,,,,,,,,,,,,,,,
767,STB-928,STB-928,,,,,,,,,,,,,,,
768,STB-1620,STB-1620,,,,,,,,,,,,,,,
769,STB-1248,STB-1248,,,,,,,,,,,,,,,
770,STB-315,STB-315,,,,,,,,,,,,,,,
771,STB-897,STB-897,,,,,,,,,,,,,,,
772,STB-1497,STB-1497,,,,,,,,,,,,,,,
773,STB-165,STB-165,,,,,,,,,,,,,,,
774,STB-468,STB-468,,,,,,,,,,,,,,,
775,STB-968,STB-968,,,,,,,,,,,,,,,
776,STB-102,STB-102,,,,,,,,,,,,,,,
777,STB-680,STB-680,,,,,,,,,,,,,,,
778,STB-2443,STB-2443,,,,,,,,,,,,,,,
779,STB-1194,STB-1194,,,,,,,,,,,,,,,
780,STB-1554,STB-1554,,,,,,,,,,,,,,,
781,STB-1423,STB-1423,,,,,,,,,,,,,,,
782,STB-126,STB-126,,,,,,,,,,,,,,,
783,STB-2676,STB-2676,,,,,,,,,,,,,,,
784,STB-657,STB-657,,,,,,,,,,,,,,,
785,STB-137,STB-137,,,,,,,,,,,,,,,
786,STB-324,STB-324,,,,,,,,,,,,,,,
787,STB-1451,STB-1451,,,,,,,,,,,,,,,
788,STB-805,STB-805,,,,,,,,,,,,,,,
789,STB-1187,STB-1187,,,,,,,,,,,,,,,
790,STB-1926,STB-1926,,,,,,,,,,,,,,,
791,STB-1982,STB-1982,,,,,,,,,,,,,,,
792,STB-1178,STB-1178,,,,,,,,,,,,,,,
793,STB-1636,STB-1636,,,,,,,,,,,,,,,
794,STB-2202,STB-2202,,,,,,,,,,,,,,,
795,STB-208,STB-208,,,,,,,,,,,,,,,
796,STB-1824,STB-1824,,,,,,,,,,,,,,,
797,STB-1570,STB-1570,,,,,,,,,,,,,,,
798,STB-271,STB-271,,,,,,,,,,,,,,,
799,STB-2104,STB-2104,,,,,,,,,,,,,,,
800,STB-776,STB-776,,,,,,,,,,,,,,,
801,STB-1932,STB-1932,,,,,,,,,,,,,,,
802,STB-201,STB-201,,,,,,,,,,,,,,,
803,STB-2010,STB-2010,,,,,,,,,,,,,,,
804,STB-2113,STB-2113,,,,,,,,,,,,,,,
805,STB-899,STB-899,,,,,,,,,,,,,,,
806,STB-1898,STB-1898,,,,,,,,,,,,,,,
807,STB-1118,STB-1118,,,,,,,,,,,,,,,
808,STB-2410,STB-2410,,,,,,,,,,,,,,,
809,STB-272,STB-272,,,,,,,,,,,,,,,
810,STB-1820,STB-1820,,,,,,,,,,,,,,,
811,STB-180,STB-180,,,,,,,,,,,,,,,
812,STB-108,STB-108,,,,,,,,,,,,,,,
813,STB-772,STB-772,,,,,,,,,,,,,,,
814,STB-2650,STB-2650,,,,,,,,,,,,,,,
815,STB-1584,STB-1584,,,,,,,,,,,,,,,
816,STB-1944,STB-1944,,,,,,,,,,,,,,,
817,STB-664,STB-664,,,,,,,,,,,,,,,
818,STB-2761,STB-2761,,,,,,,,,,,,,,,
819,STB-1498,STB-1498,,,,,,,,,,,,,,,
820,STB-189,STB-189,,,,,,,,,,,,,,,
821,STB-1447,STB-1447,,,,,,,,,,,,,,,
822,STB-214,STB-214,,,,,,,,,,,,,,,
823,STB-1928,STB-1928,,,,,,,,,,,,,,,
824,STB-1392,STB-1392,,,,,,,,,,,,,,,
825,STB-939,STB-939,,,,,,,,,,,,,,,
826,STB-879,STB-879,,,,,,,,,,,,,,,
827,STB-95,STB-95,,,,,,,,,,,,,,,
828,STB-412,STB-412,,,,,,,,,,,,,,,
829,STB-1624,STB-1624,,,,,,,,,,,,,,,
830,STB-596,STB-596,,,,,,,,,,,,,,,
831,STB-2002,STB-2002,,,,,,,,,,,,,,,
832,STB-739,STB-739,,,,,,,,,,,,,,,
833,STB-1509,STB-1509,,,,,,,,,,,,,,,
834,STB-1250,STB-1250,,,,,,,,,,,,,,,
835,STB-974,STB-974,,,,,,,,,,,,,,,
836,STB-343,STB-343,,,,,,,,,,,,,,,
837,STB-2806,STB-2806,,,,,,,,,,,,,,,
838,STB-293,STB-293,,,,,,,,,,,,,,,
839,STB-128,STB-128,,,,,,,,,,,,,,,
840,STB-1970,STB-1970,,,,,,,,,,,,,,,
841,STB-1511,STB-1511,,,,,,,,,,,,,,,
842,STB-2768,STB-2768,,,,,,,,,,,,,,,
843,STB-782,STB-782,,,,,,,,,,,,,,,
844,STB-717,STB-717,,,,,,,,,,,,,,,
845,STB-2206,STB-2206,,,,,,,,,,,,,,,
846,STB-2435,STB-2435,,,,,,,,,,,,,,,
847,STB-2475,STB-2475,,,,,,,,,,,,,,,
848,STB-93,STB-93,,,,,,,,,,,,,,,
849,STB-542,STB-542,,,,,,,,,,,,,,,
850,STB-415,STB-415,,,,,,,,,,,,,,,
851,STB-1740,STB-1740,,,,,,,,,,,,,,,
852,STB-543,STB-543,,,,,,,,,,,,,,,
853,STB-882,STB-882,,,,,,,,,,,,,,,
854,STB-1466,STB-1466,,,,,,,,,,,,,,,
855,STB-257,STB-257,,,,,,,,,,,,,,,
856,STB-1591,STB-1591,,,,,,,,,,,,,,,
857,STB-1241,STB-1241,,,,,,,,,,,,,,,
858,STB-611,STB-611,,,,,,,,,,,,,,,
859,STB-138,STB-138,,,,,,,,,,,,,,,
860,STB-109,STB-109,,,,,,,,,,,,,,,
861,STB-834,STB-834,,,,,,,,,,,,,,,
862,STB-753,STB-753,,,,,,,,,,,,,,,
863,STB-1311,STB-1311,,,,,,,,,,,,,,,
864,STB-1782,STB-1782,,,,,,,,,,,,,,,
865,STB-1871,STB-1871,,,,,,,,,,,,,,,
866,STB-1280,STB-1280,,,,,,,,,,,,,,,
867,STB-1721,STB-1721,,,,,,,,,,,,,,,
868,STB-1760,STB-1760,,,,,,,,,,,,,,,
869,STB-2426,STB-2426,,,,,,,,,,,,,,,
870,STB-686,STB-686,,,,,,,,,,,,,,,
871,STB-1046,STB-1046,,,,,,,,,,,,,,,
872,STB-2145,STB-2145,,,,,,,,,,,,,,,
873,STB-1217,STB-1217,,,,,,,,,,,,,,,
874,STB-1517,STB-1517,,,,,,,,,,,,,,,
875,STB-2753,STB-2753,,,,,,,,,,,,,,,
876,STB-2789,STB-2789,,,,,,,,,,,,,,,
877,STB-553,STB-553,,,,,,,,,,,,,,,
878,STB-134,STB-134,,,,,,,,,,,,,,,
879,STB-2689,STB-2689,,,,,,,,,,,,,,,
880,STB-1958,STB-1958,,,,,,,,,,,,,,,
881,STB-1356,STB-1356,,,,,,,,,,,,,,,
882,STB-316,STB-316,,,,,,,,,,,,,,,
883,STB-423,STB-423,,,,,,,,,,,,,,,
884,STB-1798,STB-1798,,,,,,,,,,,,,,,
885,STB-216,STB-216,,,,,,,,,,,,,,,
886,STB-104,STB-104,,,,,,,,,,,,,,,
887,STB-301,STB-301,,,,,,,,,,,,,,,
888,STB-441,STB-441,,,,,,,,,,,,,,,
889,STB-512,STB-512,,,,,,,,,,,,,,,
890,STB-1196,STB-1196,,,,,,,,,,,,,,,
891,STB-2034,STB-2034,,,,,,,,,,,,,,,
892,STB-527,STB-527,,,,,,,,,,,,,,,
893,STB-2538,STB-2538,,,,,,,,,,,,,,,
894,STB-295,STB-295,,,,,,,,,,,,,,,
895,STB-1716,STB-1716,,,,,,,,,,,,,,,
896,STB-2664,STB-2664,,,,,,,,,,,,,,,
897,STB-1411,STB-1411,,,,,,,,,,,,,,,
898,STB-1779,STB-1779,,,,,,,,,,,,,,,
899,STB-688,STB-688,,,,,,,,,,,,,,,
900,STB-1270,STB-1270,,,,,,,,,,,,,,,
901,STB-848,STB-848,,,,,,,,,,,,,,,
902,STB-1980,STB-1980,,,,,,,,,,,,,,,
903,STB-1708,STB-1708,,,,,,,,,,,,,,,
904,STB-1722,STB-1722,,,,,,,,,,,,,,,
905,STB-589,STB-589,,,,,,,,,,,,,,,
906,STB-161,STB-161,,,,,,,,,,,,,,,
907,STB-643,STB-643,,,,,,,,,,,,,,,
908,STB-1747,STB-1747,,,,,,,,,,,,,,,
909,STB-1306,STB-1306,,,,,,,,,,,,,,,
910,STB-1331,STB-1331,,,,,,,,,,,,,,,
911,STB-401,STB-401,,,,,,,,,,,,,,,
912,STB-610,STB-610,,,,,,,,,,,,,,,
913,STB-1617,STB-1617,,,,,,,,,,,,,,,
914,STB-937,STB-937,,,,,,,,,,,,,,,
915,STB-1631,STB-1631,,,,,,,,,,,,,,,
916,STB-1581,STB-1581,,,,,,,,,,,,,,,
917,STB-230,STB-230,,,,,,,,,,,,,,,
918,STB-2198,STB-2198,,,,,,,,,,,,,,,
919,STB-110,STB-110,,,,,,,,,,,,,,,
920,STB-2730,STB-2730,,,,,,,,,,,,,,,
921,STB-2452,STB-2452,,,,,,,,,,,,,,,
922,STB-1505,STB-1505,,,,,,,,,,,,,,,
923,STB-2765,STB-2765,,,,,,,,,,,,,,,
924,STB-2122,STB-2122,,,,,,,,,,,,,,,
925,STB-1834,STB-1834,,,,,,,,,,,,,,,
926,STB-1480,STB-1480,,,,,,,,,,,,,,,
927,STB-2623,STB-2623,,,,,,,,,,,,,,,
928,STB-1534,STB-1534,,,,,,,,,,,,,,,
929,STB-130,STB-130,,,,,,,,,,,,,,,
930,STB-140,STB-140,,,,,,,,,,,,,,,
931,STB-267,STB-267,,,,,,,,,,,,,,,
932,STB-336,STB-336,,,,,,,,,,,,,,,
933,STB-1788,STB-1788,,,,,,,,,,,,,,,
934,STB-2455,STB-2455,,,,,,,,,,,,,,,
935,STB-1528,STB-1528,,,,,,,,,,,,,,,
936,STB-1198,STB-1198,,,,,,,,,,,,,,,
937,STB-2363,STB-2363,,,,,,,,,,,,,,,
938,STB-2760,STB-2760,,,,,,,,,,,,,,,
939,STB-2740,STB-2740,,,,,,,,,,,,,,,
940,STB-677,STB-677,,,,,,,,,,,,,,,
941,STB-1814,STB-1814,,,,,,,,,,,,,,,
942,STB-588,STB-588,,,,,,,,,,,,,,,
943,STB-2604,STB-2604,,,,,,,,,,,,,,,
944,STB-1771,STB-1771,,,,,,,,,,,,,,,
945,STB-1128,STB-1128,,,,,,,,,,,,,,,
946,STB-2035,STB-2035,,,,,,,,,,,,,,,
947,STB-2205,STB-2205,,,,,,,,,,,,,,,
948,STB-2773,STB-2773,,,,,,,,,,,,,,,
949,STB-1457,STB-1457,,,,,,,,,,,,,,,
950,STB-101,STB-101,,,,,,,,,,,,,,,
951,STB-240,STB-240,,,,,,,,,,,,,,,
952,STB-995,STB-995,,,,,,,,,,,,,,,
953,STB-1846,STB-1846,,,,,,,,,,,,,,,
954,STB-1948,STB-1948,,,,,,,,,,,,,,,
955,STB-339,STB-339,,,,,,,,,,,,,,,
956,STB-2188,STB-2188,,,,,,,,,,,,,,,
957,STB-565,STB-565,,,,,,,,,,,,,,,
958,STB-127,STB-127,,,,,,,,,,,,,,,
959,STB-1973,STB-1973,,,,,,,,,,,,,,,
960,STB-1543,STB-1543,,,,,,,,,,,,,,,
961,STB-2373,STB-2373,,,,,,,,,,,,,,,
962,STB-1014,STB-1014,,,,,,,,,,,,,,,
963,STB-2260,STB-2260,,,,,,,,,,,,,,,
964,STB-344,STB-344,,,,,,,,,,,,,,,
965,STB-305,STB-305,,,,,,,,,,,,,,,
966,STB-2702,STB-2702,,,,,,,,,,,,,,,
967,STB-573,STB-573,,,,,,,,,,,,,,,
968,STB-1175,STB-1175,,,,,,,,,,,,,,,
969,STB-1552,STB-1552,,,,,,,,,,,,,,,
970,STB-286,STB-286,,,,,,,,,,,,,,,
971,STB-1490,STB-1490,,,,,,,,,,,,,,,
972,STB-120,STB-120,,,,,,,,,,,,,,,
973,STB-2655,STB-2655,,,,,,,,,,,,,,,
974,STB-1243,STB-1243,,,,,,,,,,,,,,,
975,STB-256,STB-256,,,,,,,,,,,,,,,
976,STB-136,STB-136,,,,,,,,,,,,,,,
977,STB-1641,STB-1641,,,,,,,,,,,,,,,
978,STB-1919,STB-1919,,,,,,,,,,,,,,,
979,STB-1113,STB-1113,,,,,,,,,,,,,,,
980,STB-1450,STB-1450,,,,,,,,,,,,,,,
981,STB-1762,STB-1762,,,,,,,,,,,,,,,
982,STB-896,STB-896,,,,,,,,,,,,,,,
983,STB-1993,STB-1993,,,,,,,,,,,,,,,
984,STB-1169,STB-1169,,,,,,,,,,,,,,,
985,STB-2389,STB-2389,,,,,,,,,,,,,,,
986,STB-1452,STB-1452,,,,,,,,,,,,,,,
987,STB-111,STB-111,,,,,,,,,,,,,,,
988,STB-123,STB-123,,,,,,,,,,,,,,,
989,STB-184,STB-184,,,,,,,,,,,,,,,
990,STB-333,STB-333,,,,,,,,,,,,,,,
991,STB-185,STB-185,,,,,,,,,,,,,,,
992,STB-391,STB-391,,,,,,,,,,,,,,,
993,STB-112,STB-112,,,,,,,,,,,,,,,
994,STB-484,STB-484,,,,,,,,,,,,,,,
995,STB-221,STB-221,,,,,,,,,,,,,,,
996,STB-705,STB-705,,,,,,,,,,,,,,,
997,STB-535,STB-535,,,,,,,,,,,,,,,
998,STB-576,STB-576,,,,,,,,,,,,,,,
999,STB-113,STB-113,,,,,,,,,,,,,,,
1000,STB-241,STB-241,,,,,,,,,,,,,,,
1001,STB-116,STB-116,,,,,,,,,,,,,,,
1002,STB-1097,STB-1097,,,,,,,,,,,,,,,
1003,STB-135,STB-135,,,,,,,,,,,,,,,
1004,STB-220,STB-220,,,,,,,,,,,,,,,
1005,STB-160,STB-160,,,,,,,,,,,,,,,
1006,STB-382,STB-382,,,,,,,,,,,,,,,
1007,STB-114,STB-114,,,,,,,,,,,,,,,
1008,STB-175,STB-175,,,,,,,,,,,,,,,
1009,STB-383,STB-383,,,,,,,,,,,,,,,
1010,STB-1299,STB-1299,,,,,,,,,,,,,,,
1011,STB-424,STB-424,,,,,,,,,,,,,,,
1012,STB-674,STB-674,,,,,,,,,,,,,,,
1013,STB-117,STB-117,,,,,,,,,,,,,,,
1014,STB-303,STB-303,,,,,,,,,,,,,,,
1015,STB-298,STB-298,,,,,,,,,,,,,,,
1016,STB-119,STB-119,,,,,,,,,,,,,,,
1017,STB-304,STB-304,,,,,,,,,,,,,,,
1018,STB-152,STB-152,,,,,,,,,,,,,,,
1019,STB-349,STB-349,,,,,,,,,,,,,,,
1020,STB-403,STB-403,,,,,,,,,,,,,,,
1021,STB-252,STB-252,,,,,,,,,,,,,,,
1022,STB-311,STB-311,,,,,,,,,,,,,,,
1023,STB-154,STB-154,,,,,,,,,,,,,,,
1024,STB-620,STB-620,,,,,,,,,,,,,,,
1025,STB-250,STB-250,,,,,,,,,,,,,,,
1026,STB-176,STB-176,,,,,,,,,,,,,,,
1027,STB-124,STB-124,,,,,,,,,,,,,,,
1028,STB-194,STB-194,,,,,,,,,,,,,,,
1029,STB-375,STB-375,,,,,,,,,,,,,,,
1030,STB 788,STB-788,,,,,,,,,,,,,,,
1032,STB 919,STB-919,,,,,,,,,,,,,,,
1033,STB 164,STB-164,,,,,,,,,,,,,,,
1034,STB 1888,STB-1888,,,,,,,,,,,,,,,
1035,STB 2011,STB-2011,,,,,,,,,,,,,,,
1036,STB 1178,STB-1178,,,,,,,,,,,,,,,
1037,STB 543,STB-543,,,,,,,,,,,,,,,
1038,STB 1466,STB-1466,,,,,,,,,,,,,,,
1039,STB 136,STB-136,,,,,,,,,,,,,,,
1040,STB 582,STB-582,,,,,,,,,,,,,,,
1041,STB 1993,STB-1993,,,,,,,,,,,,,,,
1042,STB 185,STB-185,,,,,,,,,,,,,,,
1043,STB 160,STB-160,,,,,,,,,,,,,,,
1044,STB 383,STB-383,,,,,,,,,,,,,,,
1052,HT-108,HT-108,,,,,,,,,,,,,,,
1053,HT-116,HT-116,,,,,,,,,,,,,,,
1054,HT-111,HT-111,,,,,,,,,,,,,,,
1055,HT-112,HT-112,,,,,,,,,,,,,,,
1056,HT-106,HT-106,,,,,,,,,,,,,,,
1057,SHT-108,SHT-108,,,,,,,,,,,,,,,
1058,SHT-116,SHT-116,,,,,,,,,,,,,,,
1059,SHT-111,SHT-111,,,,,,,,,,,,,,,
1060,SHT-112,SHT-112,,,,,,,,,,,,,,,
1061,SHT-106,SHT-106,,,,,,,,,,,,,,,
1062,PT-2412,PT-2412,,,,,,,,,,,,,,,
1063,PT-860,PT-860,,,,,,,,,,,,,,,
1064,STB-2063,STB-2063,,,,,,,,,,,,,,,
1065,STB-2288,STB-2288,,,,,,,,,,,,,,,
1066,106ZIP,106ZIP,,,,,,,,,,,,,,,
1067,107ZIP,107ZIP,,,,,,,,,,,,,,,
1068,108ZIP,108ZIP,,,,,,,,,,,,,,,
1069,109ZIP,109ZIP,,,,,,,,,,,,,,,
1070,112ZIP,112ZIP,,,,,,,,,,,,,,,
1071,116ZIP,116ZIP,,,,,,,,,,,,,,,
1072,117ZIP,117ZIP,,,,,,,,,,,,,,,
1073,118ZIP,118ZIP,,,,,,,,,,,,,,,
1074,211ZIP,211ZIP,,,,,,,,,,,,,,,
1076,N-1,N-1,,,,,,,,,,,,,,,
1077,A-6,A-6,,,,,,,,,,,,,,,
1078,CC-A-8,CC-A-8,,,,,,,,,,,,,,,
1079,99-ID,99-ID,,,,,,,,,,,,,,,
1080,CC-288,CC-288,,,,,,,,,,,,,,,
1081,A-44,A-44,,,,,,,,,,,,,,,
1082,A-31,A-31,,,,,,,,,,,,,,,
1083,A-45,A-45,,,,,,,,,,,,,,,
1084,A-29,A-29,,,,,,,,,,,,,,,
1085,A-3,A-3,,,,,,,,,,,,,,,
1086,A-9,A-9,,,,,,,,,,,,,,,
1087,A-14,A-14,,,,,,,,,,,,,,,
1088,A-28,A-28,,,,,,,,,,,,,,,
1089,A-19,A-19,,,,,,,,,,,,,,,
1090,A-4,A-4,,,,,,,,,,,,,,,
1091,A-43,A-43,,,,,,,,,,,,,,,
1092,A-21,A-21,,,,,,,,,,,,,,,
1093,A-20,A-20,,,,,,,,,,,,,,,
1094,A-12,A-12,,,,,,,,,,,,,,,
1095,A-23,A-23,,,,,,,,,,,,,,,
1096,A-10,A-10,,,,,,,,,,,,,,,
1097,A-22,A-22,,,,,,,,,,,,,,,
1098,A-27,A-27,,,,,,,,,,,,,,,
1099,A-8,A-8,,,,,,,,,,,,,,,
1100,A-7,A-7,,,,,,,,,,,,,,,
1101,A-30,A-30,,,,,,,,,,,,,,,
1102,A-39,A-39,,,,,,,,,,,,,,,
1103,A-35,A-35,,,,,,,,,,,,,,,
1104,A-13,A-13,,,,,,,,,,,,,,,
1105,A-24,A-24,,,,,,,,,,,,,,,
1106,A-40,A-40,,,,,,,,,,,,,,,
1107,A-16,A-16,,,,,,,,,,,,,,,
1108,A-42,A-42,,,,,,,,,,,,,,,
1109,A-41,A-41,,,,,,,,,,,,,,,
1110,A-25,A-25,,,,,,,,,,,,,,,
1111,A-17,A-17,,,,,,,,,,,,,,,
1112,A-18,A-18,,,,,,,,,,,,,,,
1113,A-2,A-2,,,,,,,,,,,,,,,
1114,A-15,A-15,,,,,,,,,,,,,,,
1115,N-2,N-2,,,,,,,,,,,,,,,
1116,N-3,N-3,,,,,,,,,,,,,,,
1117,N-4,N-4,,,,,,,,,,,,,,,
1118,N-7,N-7,,,,,,,,,,,,,,,
1119,N-777,N-777,,,,,,,,,,,,,,,
1120,N-8,N-8,,,,,,,,,,,,,,,
1121,N-9,N-9,,,,,,,,,,,,,,,
1122,N-10,N-10,,,,,,,,,,,,,,,
1123,N-11,N-11,,,,,,,,,,,,,,,
1124,N-12,N-12,,,,,,,,,,,,,,,
1125,N-13,N-13,,,,,,,,,,,,,,,
1126,N-14,N-14,,,,,,,,,,,,,,,
1127,N-20,N-20,,,,,,,,,,,,,,,
1128,SN-1,SN-1,,,,,,,,,,,,,,,
1129,SN-2,SN-2,,,,,,,,,,,,,,,
1130,SN-3,SN-3,,,,,,,,,,,,,,,
1131,SN-4,SN-4,,,,,,,,,,,,,,,
1132,SN-7,SN-7,,,,,,,,,,,,,,,
1133,SN-777,SN-777,,,,,,,,,,,,,,,
1134,SN-8,SN-8,,,,,,,,,,,,,,,
1135,SN-9,SN-9,,,,,,,,,,,,,,,
1136,SN-10,SN-10,,,,,,,,,,,,,,,
1137,SN-11,SN-11,,,,,,,,,,,,,,,
